year,state,district,crop,season,soil_type,irrigation,seed_variety,area,rainfall,temperature,fertilizer,pesticide,production,yield
2015,Odisha,balasore,sugarcane,rabi,lateritic,canal,hybrid,2.49,193.0,22.945,2342136.925,4996.15,15482.5,103515.0
2015,Odisha,balasore,turmeric,kharif,alluvial,none,local,4.75,952.0,22.945,2342136.925,4996.15,15482.5,4652.0
2015,Odisha,balasore,turmeric,rabi,alluvial,drip,hyv,3.12,82.0,22.945,2342136.925,4996.15,15482.5,5883.0
2015,Odisha,bargarh,rice,kharif,red_black,none,hyv,4.55,840.0,22.945,2342136.925,4996.15,15482.5,3443.0
2015,Odisha,bargarh,rice,zaid,lateritic,tubewell,hybrid,0.96,276.0,22.945,2342136.925,4996.15,15482.5,4065.0
2015,Odisha,bargarh,maize,kharif,lateritic,lift,local,4.39,981.0,22.945,2342136.925,4996.15,15482.5,3771.0
2015,Odisha,bargarh,maize,rabi,alluvial,lift,local,3.81,288.0,22.945,2342136.925,4996.15,15482.5,3447.0
2015,Odisha,bargarh,maize,zaid,lateritic,lift,hyv,1.22,147.0,22.945,2342136.925,4996.15,15482.5,4024.0
2015,Odisha,bargarh,wheat,kharif,saline,none,local,1.4,1158.0,22.945,2342136.925,4996.15,15482.5,2521.0
2015,Odisha,bargarh,wheat,rabi,lateritic,canal,local,0.61,134.0,22.945,2342136.925,4996.15,15482.5,3203.0
2015,Odisha,bargarh,wheat,zaid,alluvial,canal,hyv,2.08,223.0,22.945,2342136.925,4996.15,15482.5,4262.0
2015,Odisha,bargarh,groundnut,kharif,red_black,drip,local,1.02,982.0,22.945,2342136.925,4996.15,15482.5,2670.0
2015,Odisha,bargarh,groundnut,rabi,red_black,drip,local,0.99,236.0,22.945,2342136.925,4996.15,15482.5,2294.0
2015,Odisha,bargarh,groundnut,zaid,saline,canal,hybrid,4.93,280.0,22.945,2342136.925,4996.15,15482.5,1910.0
2015,Odisha,bargarh,mung,kharif,lateritic,drip,hyv,0.7,1332.0,22.945,2342136.925,4996.15,15482.5,1173.0
2015,Odisha,bargarh,mung,rabi,lateritic,drip,hyv,2.44,285.0,22.945,2342136.925,4996.15,15482.5,1357.0
2015,Odisha,bargarh,mung,zaid,red_black,canal,hybrid,4.32,126.0,22.945,2342136.925,4996.15,15482.5,1279.0
2015,Odisha,bargarh,cotton,kharif,red_black,drip,hybrid,2.34,1102.0,22.945,2342136.925,4996.15,15482.5,1892.0
2015,Odisha,bargarh,cotton,rabi,lateritic,drip,local,2.39,223.0,22.945,2342136.925,4996.15,15482.5,1766.0
2015,Odisha,bargarh,sugarcane,kharif,red_black,tubewell,hyv,2.97,1093.0,22.945,2342136.925,4996.15,15482.5,76255.0
2015,Odisha,bargarh,sugarcane,rabi,saline,tubewell,hybrid,3.23,163.0,22.945,2342136.925,4996.15,15482.5,73840.0
2015,Odisha,bargarh,turmeric,kharif,lateritic,lift,hybrid,2.63,973.0,22.945,2342136.925,4996.15,15482.5,6161.0
2015,Odisha,bargarh,turmeric,rabi,red_black,none,hybrid,3.49,73.0,22.945,2342136.925,4996.15,15482.5,5178.0
2015,Odisha,bhadrak,rice,kharif,red_black,tubewell,local,4.13,847.0,22.945,2342136.925,4996.15,15482.5,2950.0
2015,Odisha,bhadrak,rice,rabi,alluvial,lift,hyv,2.36,99.0,22.945,2342136.925,4996.15,15482.5,3614.0
2015,Odisha,bhadrak,rice,zaid,saline,lift,hyv,1.6,51.0,22.945,2342136.925,4996.15,15482.5,2648.0
2015,Odisha,bhadrak,maize,kharif,saline,none,local,1.29,1330.0,22.945,2342136.925,4996.15,15482.5,2729.0
2015,Odisha,bhadrak,maize,rabi,alluvial,lift,hybrid,1.62,166.0,22.945,2342136.925,4996.15,15482.5,5011.0
2015,Odisha,bhadrak,maize,zaid,saline,tubewell,hybrid,2.89,131.0,22.945,2342136.925,4996.15,15482.5,3663.0
2015,Odisha,bhadrak,wheat,kharif,saline,lift,hybrid,2.51,1286.0,22.945,2342136.925,4996.15,15482.5,2765.0
2015,Odisha,bhadrak,wheat,rabi,red_black,lift,local,4.28,249.0,22.945,2342136.925,4996.15,15482.5,3017.0
2015,Odisha,bhadrak,wheat,zaid,saline,drip,hybrid,1.58,232.0,22.945,2342136.925,4996.15,15482.5,3574.0
2015,Odisha,bhadrak,groundnut,kharif,lateritic,canal,hyv,2.01,882.0,22.945,2342136.925,4996.15,15482.5,2776.0
2015,Odisha,bhadrak,groundnut,rabi,lateritic,tubewell,local,2.22,104.0,22.945,2342136.925,4996.15,15482.5,1935.0
2015,Odisha,bhadrak,groundnut,zaid,saline,none,hyv,1.99,65.0,22.945,2342136.925,4996.15,15482.5,1639.0
2015,Odisha,bhadrak,mung,kharif,saline,tubewell,hyv,4.57,820.0,22.945,2342136.925,4996.15,15482.5,905.0
2015,Odisha,bhadrak,mung,rabi,saline,drip,hyv,0.53,242.0,22.945,2342136.925,4996.15,15482.5,914.0
2015,Odisha,bhadrak,mung,zaid,saline,lift,hybrid,3.86,204.0,22.945,2342136.925,4996.15,15482.5,892.0
2015,Odisha,bhadrak,cotton,kharif,saline,tubewell,local,1.73,1198.0,22.945,2342136.925,4996.15,15482.5,1147.0
2015,Odisha,bhadrak,cotton,rabi,saline,canal,hybrid,1.24,82.0,22.945,2342136.925,4996.15,15482.5,1425.0
2015,Odisha,bhadrak,sugarcane,kharif,alluvial,drip,hyv,3.16,885.0,22.945,2342136.925,4996.15,15482.5,112119.0
2015,Odisha,bhadrak,sugarcane,rabi,lateritic,lift,hyv,1.32,133.0,22.945,2342136.925,4996.15,15482.5,76308.0
2015,Odisha,bhadrak,turmeric,kharif,saline,tubewell,hyv,2.02,1084.0,22.945,2342136.925,4996.15,15482.5,4918.0
2015,Odisha,bhadrak,turmeric,rabi,red_black,lift,local,2.62,63.0,22.945,2342136.925,4996.15,15482.5,4728.0
2015,Odisha,boudh,rice,kharif,lateritic,canal,hybrid,0.81,841.0,22.945,2342136.925,4996.15,15482.5,4690.0
2015,Odisha,boudh,rice,zaid,lateritic,tubewell,local,3.3,171.0,22.945,2342136.925,4996.15,15482.5,2764.0
2015,Odisha,boudh,maize,kharif,lateritic,none,hyv,3.65,971.0,22.945,2342136.925,4996.15,15482.5,3726.0
2015,Odisha,boudh,maize,rabi,alluvial,drip,local,4.84,56.0,22.945,2342136.925,4996.15,15482.5,3785.0
2015,Odisha,boudh,maize,zaid,saline,canal,hyv,4.74,201.0,22.945,2342136.925,4996.15,15482.5,3012.0
2015,Odisha,boudh,wheat,kharif,alluvial,tubewell,hybrid,3.98,1414.0,22.945,2342136.925,4996.15,15482.5,5105.0
2015,Odisha,boudh,wheat,rabi,alluvial,none,hyv,2.9,67.0,22.945,2342136.925,4996.15,15482.5,3899.0
2015,Odisha,boudh,wheat,zaid,red_black,drip,local,4.32,77.0,22.945,2342136.925,4996.15,15482.5,3991.0
2015,Odisha,boudh,groundnut,kharif,red_black,lift,hybrid,4.51,956.0,22.945,2342136.925,4996.15,15482.5,2445.0
2015,Odisha,boudh,groundnut,rabi,lateritic,lift,hybrid,2.85,207.0,22.945,2342136.925,4996.15,15482.5,2586.0
2015,Odisha,boudh,groundnut,zaid,saline,drip,hyv,2.46,118.0,22.945,2342136.925,4996.15,15482.5,2302.0
2015,Odisha,boudh,mung,kharif,lateritic,canal,local,1.76,1275.0,22.945,2342136.925,4996.15,15482.5,945.0
2015,Odisha,boudh,mung,rabi,saline,drip,hyv,0.63,96.0,22.945,2342136.925,4996.15,15482.5,1057.0
2015,Odisha,boudh,mung,zaid,lateritic,lift,hyv,4.09,275.0,22.945,2342136.925,4996.15,15482.5,963.0
2015,Odisha,boudh,cotton,kharif,red_black,drip,hybrid,0.55,887.0,22.945,2342136.925,4996.15,15482.5,2212.0
2015,Odisha,boudh,cotton,rabi,saline,tubewell,hyv,3.0,171.0,22.945,2342136.925,4996.15,15482.5,1221.0
2015,Odisha,boudh,sugarcane,kharif,saline,lift,local,0.92,1049.0,22.945,2342136.925,4996.15,15482.5,52422.0
2015,Odisha,boudh,sugarcane,rabi,red_black,canal,hyv,2.99,240.0,22.945,2342136.925,4996.15,15482.5,85495.0
2015,Odisha,boudh,turmeric,kharif,red_black,drip,hyv,3.66,1057.0,22.945,2342136.925,4996.15,15482.5,5569.0
2015,Odisha,boudh,turmeric,rabi,alluvial,tubewell,hybrid,1.37,187.0,22.945,2342136.925,4996.15,15482.5,5846.0
2015,Odisha,cuttack,rice,kharif,lateritic,tubewell,local,3.82,1403.0,22.945,2342136.925,4996.15,15482.5,3232.0
2015,Odisha,cuttack,rice,zaid,red_black,drip,local,4.25,142.0,22.945,2342136.925,4996.15,15482.5,3203.0
2015,Odisha,cuttack,maize,kharif,red_black,tubewell,local,3.69,846.0,22.945,2342136.925,4996.15,15482.5,3356.0
2015,Odisha,cuttack,maize,rabi,red_black,none,hybrid,4.75,242.0,22.945,2342136.925,4996.15,15482.5,4100.0
2015,Odisha,cuttack,maize,zaid,alluvial,lift,local,3.08,162.0,22.945,2342136.925,4996.15,15482.5,3776.0
2015,Odisha,cuttack,wheat,kharif,lateritic,canal,local,1.64,916.0,22.945,2342136.925,4996.15,15482.5,3910.0
2015,Odisha,cuttack,wheat,rabi,saline,none,hyv,0.83,63.0,22.945,2342136.925,4996.15,15482.5,2950.0
2015,Odisha,cuttack,wheat,zaid,lateritic,tubewell,hybrid,4.77,113.0,22.945,2342136.925,4996.15,15482.5,3861.0
2015,Odisha,cuttack,groundnut,kharif,saline,none,hybrid,3.18,1335.0,22.945,2342136.925,4996.15,15482.5,1957.0
2015,Odisha,cuttack,groundnut,rabi,saline,lift,hyv,1.84,159.0,22.945,2342136.925,4996.15,15482.5,1963.0
2015,Odisha,cuttack,groundnut,zaid,alluvial,canal,hybrid,4.82,245.0,22.945,2342136.925,4996.15,15482.5,2743.0
2015,Odisha,cuttack,mung,kharif,lateritic,tubewell,hyv,3.47,977.0,22.945,2342136.925,4996.15,15482.5,1039.0
2015,Odisha,cuttack,mung,rabi,alluvial,drip,local,0.51,202.0,22.945,2342136.925,4996.15,15482.5,1183.0
2015,Odisha,cuttack,mung,zaid,red_black,lift,local,1.54,229.0,22.945,2342136.925,4996.15,15482.5,981.0
2015,Odisha,cuttack,cotton,kharif,alluvial,lift,hybrid,1.55,1440.0,22.945,2342136.925,4996.15,15482.5,1771.0
2015,Odisha,cuttack,cotton,rabi,lateritic,drip,hyv,1.02,88.0,22.945,2342136.925,4996.15,15482.5,1728.0
2015,Odisha,cuttack,sugarcane,kharif,lateritic,canal,local,0.77,1409.0,22.945,2342136.925,4996.15,15482.5,89089.0
2015,Odisha,cuttack,sugarcane,rabi,red_black,drip,hyv,1.06,229.0,22.945,2342136.925,4996.15,15482.5,107809.0
2015,Odisha,cuttack,turmeric,kharif,red_black,lift,hybrid,2.93,1412.0,22.945,2342136.925,4996.15,15482.5,5667.0
2015,Odisha,cuttack,turmeric,rabi,saline,none,hybrid,1.95,73.0,22.945,2342136.925,4996.15,15482.5,3885.0
2015,Odisha,deogarh,rice,kharif,alluvial,tubewell,hybrid,4.2,979.0,22.945,2342136.925,4996.15,15482.5,4641.0
2015,Odisha,deogarh,rice,zaid,red_black,lift,local,4.99,258.0,22.945,2342136.925,4996.15,15482.5,2697.0
2015,Odisha,deogarh,maize,kharif,alluvial,lift,hyv,2.07,1486.0,22.945,2342136.925,4996.15,15482.5,3965.0
2015,Odisha,deogarh,maize,rabi,lateritic,none,hyv,2.35,219.0,22.945,2342136.925,4996.15,15482.5,3445.0
2015,Odisha,deogarh,maize,zaid,alluvial,lift,hyv,0.9,79.0,22.945,2342136.925,4996.15,15482.5,3864.0
2015,Odisha,deogarh,wheat,kharif,alluvial,lift,hybrid,4.41,855.0,22.945,2342136.925,4996.15,15482.5,4186.0
2015,Odisha,deogarh,wheat,rabi,red_black,tubewell,hybrid,3.9,244.0,22.945,2342136.925,4996.15,15482.5,4575.0
2015,Odisha,deogarh,wheat,zaid,lateritic,none,hyv,2.97,162.0,22.945,2342136.925,4996.15,15482.5,3633.0
2015,Odisha,deogarh,groundnut,kharif,alluvial,lift,local,4.88,1045.0,22.945,2342136.925,4996.15,15482.5,2249.0
2015,Odisha,deogarh,groundnut,rabi,red_black,tubewell,hybrid,0.56,107.0,22.945,2342136.925,4996.15,15482.5,2625.0
2015,Odisha,deogarh,groundnut,zaid,saline,none,local,3.41,288.0,22.945,2342136.925,4996.15,15482.5,1290.0
2015,Odisha,deogarh,mung,kharif,red_black,canal,hyv,4.26,1049.0,22.945,2342136.925,4996.15,15482.5,1263.0
2015,Odisha,deogarh,mung,rabi,lateritic,lift,hyv,1.36,241.0,22.945,2342136.925,4996.15,15482.5,1042.0
2015,Odisha,deogarh,mung,zaid,alluvial,tubewell,hyv,3.98,137.0,22.945,2342136.925,4996.15,15482.5,1343.0
2015,Odisha,deogarh,cotton,kharif,red_black,drip,local,1.77,1401.0,22.945,2342136.925,4996.15,15482.5,1465.0
2015,Odisha,deogarh,cotton,rabi,saline,drip,local,2.51,135.0,22.945,2342136.925,4996.15,15482.5,1242.0
2015,Odisha,deogarh,sugarcane,kharif,saline,drip,hyv,4.7,1044.0,22.945,2342136.925,4996.15,15482.5,86359.0
2015,Odisha,deogarh,sugarcane,rabi,saline,drip,local,4.35,131.0,22.945,2342136.925,4996.15,15482.5,65790.0
2015,Odisha,deogarh,turmeric,kharif,saline,lift,hyv,4.95,1467.0,22.945,2342136.925,4996.15,15482.5,4403.0
2015,Odisha,deogarh,turmeric,rabi,saline,tubewell,local,1.07,134.0,22.945,2342136.925,4996.15,15482.5,4376.0
2015,Odisha,dhenkanal,rice,kharif,saline,none,local,2.87,947.0,22.945,2342136.925,4996.15,15482.5,2171.0
2015,Odisha,dhenkanal,rice,zaid,alluvial,tubewell,hyv,4.02,209.0,22.945,2342136.925,4996.15,15482.5,3527.0
2015,Odisha,dhenkanal,maize,kharif,alluvial,lift,hyv,4.34,1189.0,22.945,2342136.925,4996.15,15482.5,4624.0
2015,Odisha,dhenkanal,maize,rabi,saline,canal,hybrid,0.66,211.0,22.945,2342136.925,4996.15,15482.5,3133.0
2015,Odisha,dhenkanal,maize,zaid,lateritic,canal,hybrid,0.91,244.0,22.945,2342136.925,4996.15,15482.5,5145.0
2015,Odisha,dhenkanal,wheat,kharif,saline,none,local,3.62,847.0,22.945,2342136.925,4996.15,15482.5,2511.0
2015,Odisha,dhenkanal,wheat,rabi,alluvial,canal,hyv,2.11,112.0,22.945,2342136.925,4996.15,15482.5,4370.0
2015,Odisha,dhenkanal,wheat,zaid,saline,drip,hybrid,3.57,94.0,22.945,2342136.925,4996.15,15482.5,3290.0
2015,Odisha,dhenkanal,groundnut,kharif,saline,none,hybrid,3.57,1397.0,22.945,2342136.925,4996.15,15482.5,1798.0
2015,Odisha,dhenkanal,groundnut,rabi,lateritic,tubewell,hyv,3.37,220.0,22.945,2342136.925,4996.15,15482.5,2453.0
2015,Odisha,dhenkanal,groundnut,zaid,saline,none,hyv,3.55,163.0,22.945,2342136.925,4996.15,15482.5,1486.0
2015,Odisha,dhenkanal,mung,kharif,red_black,canal,hybrid,4.83,1267.0,22.945,2342136.925,4996.15,15482.5,1268.0
2015,Odisha,dhenkanal,mung,rabi,lateritic,canal,hyv,4.34,147.0,22.945,2342136.925,4996.15,15482.5,973.0
2015,Odisha,dhenkanal,mung,zaid,red_black,drip,hybrid,1.83,55.0,22.945,2342136.925,4996.15,15482.5,1377.0
2015,Odisha,dhenkanal,cotton,kharif,red_black,lift,local,3.05,850.0,22.945,2342136.925,4996.15,15482.5,1393.0
2015,Odisha,dhenkanal,cotton,rabi,saline,drip,hyv,3.99,255.0,22.945,2342136.925,4996.15,15482.5,1318.0
2015,Odisha,dhenkanal,sugarcane,kharif,lateritic,canal,hybrid,1.36,1475.0,22.945,2342136.925,4996.15,15482.5,90205.0
2015,Odisha,dhenkanal,sugarcane,rabi,alluvial,tubewell,hybrid,3.41,162.0,22.945,2342136.925,4996.15,15482.5,101102.0
2015,Odisha,dhenkanal,turmeric,kharif,red_black,none,hybrid,1.09,1134.0,22.945,2342136.925,4996.15,15482.5,5614.0
2015,Odisha,dhenkanal,turmeric,rabi,lateritic,lift,local,1.09,298.0,22.945,2342136.925,4996.15,15482.5,4452.0
2015,Odisha,gajapati,rice,kharif,red_black,canal,local,1.66,1293.0,22.945,2342136.925,4996.15,15482.5,3621.0
2015,Odisha,gajapati,rice,zaid,red_black,canal,local,2.61,243.0,22.945,2342136.925,4996.15,15482.5,2617.0
2015,Odisha,gajapati,maize,kharif,saline,tubewell,hybrid,2.15,814.0,22.945,2342136.925,4996.15,15482.5,3913.0
2015,Odisha,gajapati,maize,rabi,alluvial,canal,hyv,2.16,117.0,22.945,2342136.925,4996.15,15482.5,4894.0
2015,Odisha,gajapati,maize,zaid,saline,drip,hybrid,4.73,109.0,22.945,2342136.925,4996.15,15482.5,3441.0
2015,Odisha,gajapati,wheat,kharif,alluvial,lift,hybrid,4.48,1424.0,22.945,2342136.925,4996.15,15482.5,4313.0
2015,Odisha,gajapati,wheat,rabi,alluvial,tubewell,hybrid,4.21,127.0,22.945,2342136.925,4996.15,15482.5,5446.0
2015,Odisha,gajapati,wheat,zaid,alluvial,lift,local,0.7,176.0,22.945,2342136.925,4996.15,15482.5,2917.0
2015,Odisha,gajapati,groundnut,kharif,alluvial,none,local,4.49,1264.0,22.945,2342136.925,4996.15,15482.5,1763.0
2015,Odisha,gajapati,groundnut,rabi,saline,canal,hybrid,3.84,156.0,22.945,2342136.925,4996.15,15482.5,1936.0
2015,Odisha,gajapati,groundnut,zaid,saline,none,hybrid,2.34,58.0,22.945,2342136.925,4996.15,15482.5,2043.0
2015,Odisha,gajapati,mung,kharif,lateritic,canal,hyv,2.5,1171.0,22.945,2342136.925,4996.15,15482.5,1016.0
2015,Odisha,gajapati,mung,rabi,red_black,none,hybrid,4.56,65.0,22.945,2342136.925,4996.15,15482.5,1043.0
2015,Odisha,gajapati,mung,zaid,red_black,lift,local,4.86,260.0,22.945,2342136.925,4996.15,15482.5,998.0
2015,Odisha,gajapati,cotton,kharif,alluvial,lift,hybrid,1.45,821.0,22.945,2342136.925,4996.15,15482.5,1890.0
2015,Odisha,gajapati,cotton,rabi,red_black,none,local,4.95,102.0,22.945,2342136.925,4996.15,15482.5,1303.0
2015,Odisha,gajapati,sugarcane,kharif,lateritic,none,hybrid,1.47,1136.0,22.945,2342136.925,4996.15,15482.5,90261.0
2015,Odisha,gajapati,sugarcane,rabi,alluvial,tubewell,hyv,4.36,83.0,22.945,2342136.925,4996.15,15482.5,88152.0
2015,Odisha,gajapati,turmeric,kharif,red_black,drip,local,0.99,934.0,22.945,2342136.925,4996.15,15482.5,5771.0
2015,Odisha,gajapati,turmeric,rabi,red_black,none,local,3.15,117.0,22.945,2342136.925,4996.15,15482.5,3418.0
2015,Odisha,ganjam,rice,kharif,lateritic,none,hybrid,2.39,865.0,22.945,2342136.925,4996.15,15482.5,3039.0
2015,Odisha,ganjam,rice,zaid,alluvial,canal,hyv,2.77,61.0,22.945,2342136.925,4996.15,15482.5,4302.0
2015,Odisha,ganjam,maize,kharif,red_black,drip,hyv,3.4,1290.0,22.945,2342136.925,4996.15,15482.5,3854.0
2015,Odisha,ganjam,maize,rabi,saline,lift,hybrid,0.99,163.0,22.945,2342136.925,4996.15,15482.5,3510.0
2015,Odisha,ganjam,maize,zaid,alluvial,none,hyv,3.24,120.0,22.945,2342136.925,4996.15,15482.5,3300.0
2015,Odisha,ganjam,wheat,kharif,red_black,drip,hyv,4.98,1264.0,22.945,2342136.925,4996.15,15482.5,4224.0
2015,Odisha,ganjam,wheat,rabi,saline,drip,local,4.07,217.0,22.945,2342136.925,4996.15,15482.5,2703.0
2015,Odisha,ganjam,wheat,zaid,lateritic,drip,hyv,2.53,136.0,22.945,2342136.925,4996.15,15482.5,3845.0
2015,Odisha,ganjam,groundnut,kharif,saline,lift,hyv,3.78,1120.0,22.945,2342136.925,4996.15,15482.5,1719.0
2015,Odisha,ganjam,groundnut,rabi,red_black,canal,local,3.59,73.0,22.945,2342136.925,4996.15,15482.5,2143.0
2015,Odisha,ganjam,groundnut,zaid,alluvial,none,hyv,0.93,257.0,22.945,2342136.925,4996.15,15482.5,2440.0
2015,Odisha,ganjam,mung,kharif,alluvial,tubewell,hybrid,4.8,1486.0,22.945,2342136.925,4996.15,15482.5,1344.0
